0,1,2,3,4,5
4,1883365794,Fri May 22 08:26:14 PDT 2009,NO_QUERY,MagicDancers,#magictwackle So excited about tonights game! This will be huge if we beat them at home again!!!!!~Megan 
4,1979114629,Sun May 31 01:41:49 PDT 2009,NO_QUERY,zoeloveskravid,woke up suddenly very happy considering 
4,2181079616,Mon Jun 15 11:20:20 PDT 2009,NO_QUERY,lo_green,"Yes, you should @cakeykell!  "
4,1881429460,Fri May 22 04:38:20 PDT 2009,NO_QUERY,CynthiaBuroughs,@SaraJones29 Thanks 
4,2002242946,Tue Jun 02 03:37:04 PDT 2009,NO_QUERY,Stutger,&quot;Rutger OS not fully functional yet. System operating at 78%.&quot; Getting older... these weekends... getting harder.. to recover...from. 
0,2205025761,Wed Jun 17 03:45:45 PDT 2009,NO_QUERY,abbieeeee,@HollyWorthy I'm not gunna have enough money cos its only 2 weeks time 
0,1558790075,Sun Apr 19 09:24:32 PDT 2009,NO_QUERY,Planck,Been told that there is a launch delay of ï¿½a few daysï¿½  http://tinyurl.com/clqja5
4,2014796357,Wed Jun 03 02:43:00 PDT 2009,NO_QUERY,andremartin,@MissGoogle Could I save my piece of chocolate cake for later so maybe one day when I stop by I could get the whole cake by then? 
0,2256234342,Sat Jun 20 12:27:59 PDT 2009,NO_QUERY,amy_sutton,Exams next week 
0,2266989806,Sun Jun 21 09:26:27 PDT 2009,NO_QUERY,Ice_Elf,Gutted - had a really nice ice cream but the cone snapped and I lost half of it. 
0,1997323653,Mon Jun 01 16:39:02 PDT 2009,NO_QUERY,DancingCMovies,@SilogramRice Actually no because there was already a DVD being made 
4,1835688928,Mon May 18 06:32:39 PDT 2009,NO_QUERY,niklitt87,"is paying bills, running errands, then work. Fun times "
4,1564155521,Mon Apr 20 02:03:25 PDT 2009,NO_QUERY,mintiess,went to city 2day!  spent more than half day lost. lol! now watchin biggest looser.
0,2263082609,Sat Jun 20 23:54:49 PDT 2009,NO_QUERY,FullMetalMikey,The Mexicans down the street have a live Ranchero band! All I hear is a TUBA with an alternating bassline... I hate my people sometimes. 
4,1989473982,Mon Jun 01 01:40:33 PDT 2009,NO_QUERY,heartbeat1,Not seeing the potential of all this FREE traffic  at your fingertips?You might need to check your own pulse!  http://tinyurl.com/qqw2yd
0,1995583033,Mon Jun 01 13:43:23 PDT 2009,NO_QUERY,Gr8ttoess, I keep getting errors on iPhone and it saves okay online but I see nothing
4,2044216950,Fri Jun 05 09:02:21 PDT 2009,NO_QUERY,JanaBanana5,@thehunterswife  Oh ok...so far so good on this end  Thanks for the heads up
0,2178589376,Mon Jun 15 07:55:25 PDT 2009,NO_QUERY,marehh,last art class. 
0,2262419485,Sat Jun 20 22:28:35 PDT 2009,NO_QUERY,Leahh_Vee,@rianepanic  yeah im not aloud... Sorry  tmr kay?
0,1834498492,Mon May 18 03:10:00 PDT 2009,NO_QUERY,ellentai,so tired . school was alrights but it went by pretty quick . tennis was fun  gotta study for exams 
0,1825734011,Sun May 17 06:40:36 PDT 2009,NO_QUERY,debzzzx,why has everyone only got 2 exams left yet i still have 4 ?! gaaaah no fair! 
0,2201006002,Tue Jun 16 19:40:29 PDT 2009,NO_QUERY,aNii_lovee,@ladygagafan1 sad because I do not have the new album of Jonas 
4,1999803171,Mon Jun 01 20:51:04 PDT 2009,NO_QUERY,LeftCoastMama,@mooshinindy  I don't think you can complain too much with the Vivienne Tams you have. 
0,2018150521,Wed Jun 03 09:31:00 PDT 2009,NO_QUERY,Fashionfeeen,@FLYNAENAE lmao i knooooo  this isnt good boo lol and im stil @fit smh tryna graduate
0,2054217487,Sat Jun 06 06:51:02 PDT 2009,NO_QUERY,hirokache,@chibirose boo 
0,1961995333,Fri May 29 10:21:38 PDT 2009,NO_QUERY,willlewis,"@natalietran hey Nat, just wondering, why are your videos never available on the iPhone? "
0,2328767630,Thu Jun 25 09:58:07 PDT 2009,NO_QUERY,StephieeRosee,dont no why but i can never concentrate on coursework! 
0,2187684157,Mon Jun 15 20:38:55 PDT 2009,NO_QUERY,claudy14,i have to sleep  ... but  i canÂ´t :`(
0,2232694984,Thu Jun 18 20:15:48 PDT 2009,NO_QUERY,CosmoQueen2900,My head hurts so bad right now. Dang allergies 
4,1823446121,Sat May 16 21:59:49 PDT 2009,NO_QUERY,_DINA,@davidgideon I will heed your advice; Thank you   Time is too precious.....
4,1550735920,Sat Apr 18 07:06:25 PDT 2009,NO_QUERY,prettygirlsonly,In your own way youre perfect!! Pretty girls only!!  // Good morning!!
4,1977195127,Sat May 30 20:20:53 PDT 2009,NO_QUERY,BigCitySunshine,sahire imma bang yuh!!  lol &quot;not if i bang yuh first&quot; haha
4,1981390485,Sun May 31 09:03:10 PDT 2009,NO_QUERY,Masaoto,@pOuNd66  but yes I don't like strawberry thats also weird but thats my childhood trauma 
4,1760312192,Sun May 10 21:11:50 PDT 2009,NO_QUERY,crooklynn,11:11 - just made a wish. 
4,1980554741,Sun May 31 07:04:03 PDT 2009,NO_QUERY,BetsyLoue,"Woohoo my birthday today.Kids brought me breakfast in bed.Bowl of froot loops LOL, and some toast,and juice.    sun is shinning. great day"
0,2204795720,Wed Jun 17 03:09:09 PDT 2009,NO_QUERY,viccsta,feeling much better today! Wishing i was back at IoW festival though  can you see why....?! http://tinyurl.com/lyc8hf
0,1981591016,Sun May 31 09:28:43 PDT 2009,NO_QUERY,Spoiledkitten,@DessArtem aww thank you for the new life XDD but what's life good for if I can't draw porn? 
4,2015984616,Wed Jun 03 05:56:27 PDT 2009,NO_QUERY,EmoFlower,i should go have a shower and feel more normal 
4,1972065564,Sat May 30 08:29:23 PDT 2009,NO_QUERY,elliebaaaby,loooooooves the sun 
4,2060346001,Sat Jun 06 18:43:57 PDT 2009,NO_QUERY,sebcilia4ever,i canÂ´t wait 4 sims 3 expansions!!!!  
0,2000271599,Mon Jun 01 21:45:39 PDT 2009,NO_QUERY,UniqueLunique,just finished my lunCh.. anD so borED heRe.. 
0,2235918779,Fri Jun 19 02:24:11 PDT 2009,NO_QUERY,heavenlykevinly,Please let me sleep in peace 
0,2065097598,Sun Jun 07 07:53:16 PDT 2009,NO_QUERY,XSchreiHeatherX,i feel.....................BLEHH! im tired and sick and my tummy hurts  hmmm
0,1880121065,Fri May 22 00:09:55 PDT 2009,NO_QUERY,mnargelenas,Isn't to happy about working 16hrs. Wish I just had a regular 9 to 5 job...    I wish I could see heather more..I lover her so much!
0,2205139463,Wed Jun 17 04:03:13 PDT 2009,NO_QUERY,AlOliver,@GHmltn was wondering how everyone managed to change it-mine won't do anything anyway 
0,2201086364,Tue Jun 16 19:47:09 PDT 2009,NO_QUERY,DWsBrewster,"@Maureen12683 Yes,,,unfortunately @ebassman is a Sox fan...and unfortunately I can't rub in a Cubs win 2night since they cancelled "
4,2056316518,Sat Jun 06 10:55:28 PDT 2009,NO_QUERY,redsoxmonkey,The cold weather is gone...its gorgeous out. 
4,1990270696,Mon Jun 01 04:23:48 PDT 2009,NO_QUERY,viltsukas,"oh god, it's so hot outside...  but i love this weather."
4,2065362620,Sun Jun 07 08:26:23 PDT 2009,NO_QUERY,ivyysaurr,and so i finish my looong poem story thing for ext eng  pretty proud actually! i'm happy
4,1825913570,Sun May 17 07:12:17 PDT 2009,NO_QUERY,srrichie,Working weekend. Processing + Arduino + SSC-32 + Servomotors + Laser Papercut 
0,2002872163,Tue Jun 02 05:22:03 PDT 2009,NO_QUERY,halvfet,The Beatles said &quot;almost finished&quot; with New Orleans! 
4,1563974355,Mon Apr 20 01:08:11 PDT 2009,NO_QUERY,lesley007,Come on don't be shy!! Add me on facebook. Lesley pickering. 
0,1753318018,Sun May 10 01:03:39 PDT 2009,NO_QUERY,taniajannoun,hate sunday 
0,2237267541,Fri Jun 19 05:30:04 PDT 2009,NO_QUERY,Paige_Hill,It's raining. 
0,2255713033,Sat Jun 20 11:40:37 PDT 2009,NO_QUERY,wernyhora,im learnin math ... 
4,1957593095,Fri May 29 00:59:26 PDT 2009,NO_QUERY,Anitya,"Yay, start of weekend: working on a new site "
4,1991569215,Mon Jun 01 07:16:36 PDT 2009,NO_QUERY,hollyhalvorsen,@deesofierce haha!! episode 11's great right?  its def. one of my favs. shirtless all guys dance parties #FTFW.
4,1971016828,Sat May 30 05:58:19 PDT 2009,NO_QUERY,BryScottY100,"@lorilewis does jus' or wonderin' save on characters, or is just part of the &quot;cool&quot; tweet slang?  Just wondering "
0,2188582947,Mon Jun 15 22:09:57 PDT 2009,NO_QUERY,NatalieAndresen,Good morning....or not....its mornings but its not good 
0,2001219864,Tue Jun 02 00:11:47 PDT 2009,NO_QUERY,nicolepelton,"LOVE my new home... But when my sister is gone during the week, it gets a little lonely  at least I got a tv and internet..."
4,2053882291,Sat Jun 06 05:59:01 PDT 2009,NO_QUERY,knowsnotmuch,@fartingpen Saloon-&gt;Star Trek? Go where every man goes and then boldly go where no man has gone before? Star Trek is on my must see list 
4,2001781265,Tue Jun 02 02:03:06 PDT 2009,NO_QUERY,judofyr,@rick_2047 oh I meant &quot;following&quot; like &quot;haskell is a cool language which I too should learn soon&quot; 
4,1564647619,Mon Apr 20 04:24:17 PDT 2009,NO_QUERY,Ahmazinqqlu,urqhh no nikes today ! uggs mann  cause every peroid lmaooo cellme pleasee !
0,2068493089,Sun Jun 07 14:10:29 PDT 2009,NO_QUERY,Techno_Barista,@harisn Still miserable cuz my ears are plugged  I feel like I'm living under water for the past couple of days.
4,2071542724,Sun Jun 07 19:33:58 PDT 2009,NO_QUERY,biancasousa,@tommcfly Good night Tom and good dreams too. 
4,1966320016,Fri May 29 17:32:55 PDT 2009,NO_QUERY,imissdan,Starship Troopers and insomnia are an entertaining combination 
0,2265327669,Sun Jun 21 06:20:00 PDT 2009,NO_QUERY,nnDjeff,@xMarshmellows Awww 
0,2039942212,Thu Jun 04 23:12:19 PDT 2009,NO_QUERY,Kris_Tat_1,@JesseMcCartney You really should come to Portland OR...it's been years since I've been able to go to a concert 
0,1882794058,Fri May 22 07:29:51 PDT 2009,NO_QUERY,Jivanesia,@ruthafrita Adam Lambert 
0,2202121658,Tue Jun 16 21:16:29 PDT 2009,NO_QUERY,jkgirl4ever,@jordanknight never mind ...that link didn't work..there is a post how nobody can pass u on twitter but can't get the  link 2 work 
0,2227803978,Thu Jun 18 13:39:14 PDT 2009,NO_QUERY,ghxststories,@jackfaulkner really? I thought I was sorted for life 
4,1563758351,Mon Apr 20 00:08:14 PDT 2009,NO_QUERY,Fuzzie_74,@rperdio haha thanks  
4,2181675971,Mon Jun 15 12:08:52 PDT 2009,NO_QUERY,googz910,@lizvig nice background 
0,2056797727,Sat Jun 06 11:48:48 PDT 2009,NO_QUERY,Silverlush,I actually put the heating on this morning. It was freezing. So much for the bloody BBQ summer the weather people predicted 
0,2053880724,Sat Jun 06 05:58:45 PDT 2009,NO_QUERY,j4fnyc,i feel like such a hypebeast  http://ff.im/3EEyQ
0,1557446578,Sun Apr 19 04:10:03 PDT 2009,NO_QUERY,treehugger92,"So yea, no in-service day, back at school as normal tomorrow... suckfest "
4,1882358132,Fri May 22 06:43:38 PDT 2009,NO_QUERY,JavaSTL,@vanceopel Not that there's anything wrong with recruiters...  Thanks for presenting!
4,2178369353,Mon Jun 15 07:36:03 PDT 2009,NO_QUERY,luvlee_ashh,how about them Lakerssssss 
4,1834253232,Mon May 18 02:13:14 PDT 2009,NO_QUERY,ozdj,@fumpT No need to do anything 
0,1976531127,Sat May 30 18:22:17 PDT 2009,NO_QUERY,mmmj,Y aint coming home today  Sigh.
4,1972294713,Sat May 30 08:57:24 PDT 2009,NO_QUERY,ZoeLeeds93,YES CHELSEA WIN !!! haha fuck u everton 
0,2033409641,Thu Jun 04 12:39:55 PDT 2009,NO_QUERY,iTouchiReview,my browser says that YouTube is not here anymore for a little while 
0,1835911406,Mon May 18 07:00:12 PDT 2009,NO_QUERY,zendee_vintage,is bored right now 
4,2005513634,Tue Jun 02 09:48:17 PDT 2009,NO_QUERY,Ducky562,Good moring to all my loves watching tv with my dog 
0,2227126510,Thu Jun 18 12:48:35 PDT 2009,NO_QUERY,LEGENDARYDOLCE,@frankcross have fun my love..wish i was there 
0,2288468100,Mon Jun 22 19:12:03 PDT 2009,NO_QUERY,ftskayla,PLEASE RAINNNNNNNN! please? 
0,2178835033,Mon Jun 15 08:16:18 PDT 2009,NO_QUERY,KristinNicolexo,@MrsPinkyIvory ; aww pinky  I'll keep you in my prayers. hope things get better for you
0,2060879936,Sat Jun 06 19:45:28 PDT 2009,NO_QUERY,Vickiedoherty, .........not really a good night guys ! buu huu
4,1881031504,Fri May 22 03:21:45 PDT 2009,NO_QUERY,ena2345,"@gandalfar wow, another Ena was born since the last time I checked. There are 18 of us now "
0,2256527833,Sat Jun 20 12:54:46 PDT 2009,NO_QUERY,baneen,@curligirl oh dear 
0,2218383392,Wed Jun 17 22:22:57 PDT 2009,NO_QUERY,PnHGardens,"OMG don't ya just love people who so wanna be you, and try and steal your identity.. sad little people "
0,2287902046,Mon Jun 22 18:27:00 PDT 2009,NO_QUERY,Mello_Love,@sunflower_seeds oh  well I WAS CONCERNEDED.
0,1689002180,Sun May 03 12:24:02 PDT 2009,NO_QUERY,ShelbyNicholeH,"Ugh, i really dont wanna leave florida  Its beautiful and the people i met are too- absolutely amazing."
0,2325951409,Thu Jun 25 06:19:33 PDT 2009,NO_QUERY,jadedwish,"Wtf, I must be really ugly or funny looking because I can't make any friends here my own age.  self-esteem -10"
4,2046363406,Fri Jun 05 12:04:20 PDT 2009,NO_QUERY,paulalantaylor,@DavidEllis Go get spannered on Huntington Beach   Spannered means wellied.  Or shit-faced drunk.
4,2184368694,Mon Jun 15 15:48:30 PDT 2009,NO_QUERY,ashley02,got this from a friends facebook. how heart warming.  http://tinyurl.com/c3ugu2
0,1984336257,Sun May 31 14:54:31 PDT 2009,NO_QUERY,Ems_009,"wants to watch the mtv movie awards, but is sure she won't have time to... "
0,2062073567,Sat Jun 06 22:16:14 PDT 2009,NO_QUERY,erinkarenina,Waiting for my hubby. I miss my girls! @onyaagorjes fubii and danty also nane 
4,2052764574,Sat Jun 06 01:56:07 PDT 2009,NO_QUERY,BEAEZE,@Wafirosli  I never drink red bull.. I'll try if I got a chance to buy 
4,1694034056,Mon May 04 00:47:22 PDT 2009,NO_QUERY,deucehartley,9100 tweets....just living the rockstar life one tweet at a time. 
4,1824110478,Sun May 17 00:04:53 PDT 2009,NO_QUERY,jenessataylor,@taylorswift13 ur portland concert was amazing! ur so inspirational and def my idol! 
0,2174659437,Sun Jun 14 23:01:38 PDT 2009,NO_QUERY,esnayoon, they say it's sold out. Epic fail!!
0,1676975492,Fri May 01 23:56:39 PDT 2009,NO_QUERY,AshleyPerry42,wow.... just... wow.. 
4,2064398540,Sun Jun 07 06:09:24 PDT 2009,NO_QUERY,joegbs,F1 in surround sound is amazing 
0,1685454600,Sun May 03 00:27:54 PDT 2009,NO_QUERY,michael_dunn,"@austinguess I tried searching for you on steam, but it said that name didn't exist. "
4,2002215632,Tue Jun 02 03:31:47 PDT 2009,NO_QUERY,xLalala_Laandx3,Try to learn French 
4,2176036045,Mon Jun 15 02:43:37 PDT 2009,NO_QUERY,misskate13,is singing again  things must be looking up!
4,1983641380,Sun May 31 13:32:55 PDT 2009,NO_QUERY,musicplease900,does anyone have any new music???... i am in need of some new stuff 
4,2069413205,Sun Jun 07 15:50:01 PDT 2009,NO_QUERY,RayRivers,@mcevoy1rachael Yup I cant wait either the HM season 3 CD/DVD comes out next month in July. I saw Miley in Oct 10 sing those HM 3 songs 
4,2186390772,Mon Jun 15 18:46:18 PDT 2009,NO_QUERY,lexismarie,i can't stand how close we are to summer 
0,1963219948,Fri May 29 12:23:26 PDT 2009,NO_QUERY,Mom2Ryleigh,I got a headache 
0,1956965691,Thu May 28 23:08:59 PDT 2009,NO_QUERY,AtoBK,That sounds sooo good! I had to have oatmeal for breakfast.  Boring!
0,2015826522,Wed Jun 03 05:36:08 PDT 2009,NO_QUERY,jeffreyk02,i couldn't sleep at all last night  maybe i'll get a nap in the early afternoon.
4,2054138042,Sat Jun 06 06:39:11 PDT 2009,NO_QUERY,technicolorkwiz,Going to get my license 
0,2189843444,Tue Jun 16 01:03:22 PDT 2009,NO_QUERY,marmaladegirl,derailed train at Derby means getting #flashcamp is going to be hard work  time to look at buses
4,1979257624,Sun May 31 02:16:36 PDT 2009,NO_QUERY,shajjn,Sweet tooth drives tool use in chimpanzees http://bit.ly/1aBKoi #science - Always impressive 
0,2221777130,Thu Jun 18 05:59:19 PDT 2009,NO_QUERY,ghxststories,"@CarolineKent baha you can replace yr AA dresses, my cubbies top is not replaceable, and and and, I'm just jealous cause i want one "
0,2062020722,Sat Jun 06 22:08:40 PDT 2009,NO_QUERY,kurtthewurt,@aprilmaeee I never saw that! 
4,1695619237,Mon May 04 06:34:07 PDT 2009,NO_QUERY,PaulaJAfan4evax,@RyanSeacrest have a god day  xx
4,1835837890,Mon May 18 06:51:17 PDT 2009,NO_QUERY,donenda,"@johnmayo I figure my first tweet should be to yourself, you're the one who has convinced me I need yet another distraction on the www "
4,1990783839,Mon Jun 01 05:44:06 PDT 2009,NO_QUERY,FrustratdWriter,"Home now. All are safe, sound &amp; sleepy... and B can clearly already hear much better!  Thanks for all the well-wishes! #fb"
0,1998749316,Mon Jun 01 19:03:46 PDT 2009,NO_QUERY,MegRyan6,"@TheBJP Getting away costs money, and I contemplating working at tops for a while, just so I don't have to put them out if I move. "
0,2001641687,Tue Jun 02 01:34:05 PDT 2009,NO_QUERY,JBeauty,@KINGREF Thanks I apperciate that..even though my pic is gone  sniff sniff haha
4,1989768139,Mon Jun 01 02:44:31 PDT 2009,NO_QUERY,smilyross,@cindyoyo Fantastic!! Queen's birthday here - any Monday not working is great  Was a bit freezing though
0,2061869912,Sat Jun 06 21:48:05 PDT 2009,NO_QUERY,mm1127,Was pulling up to my house when I realized I was still in the T&amp;C all loaded down gear. 
4,1694420643,Mon May 04 02:32:49 PDT 2009,NO_QUERY,ComedyQueen,@keza34 lol fine by me  long as its not the scary dude its all good
0,1556402131,Sat Apr 18 22:42:01 PDT 2009,NO_QUERY,SirenSongTX,@IzzyJ_Is_Here oooohhhhhh sorry  is he a texan too?
0,2266969702,Sun Jun 21 09:24:23 PDT 2009,NO_QUERY,Darkphoenix943,is attempting to watch nurse jackie. why is it they only bring the good tv shows out in the states whats wrong with the uk? 
4,1693236482,Sun May 03 21:56:51 PDT 2009,NO_QUERY,anglerfishies,@Descry And please back it up convincingly so they actually freak the hell out. 
0,2325472990,Thu Jun 25 05:30:52 PDT 2009,NO_QUERY,midnightblue448,is piled up to her nose in paperwork 
4,1824864188,Sun May 17 03:16:37 PDT 2009,NO_QUERY,freakshowkid,joining in different kinds of sites i don't know how to use 
4,2062644805,Sat Jun 06 23:51:05 PDT 2009,NO_QUERY,cheskamarie_,"@_michii Lol you have odd goals in life. I digg  I lovee their accent, though. And they're all hot. For no reason."
0,2229267532,Thu Jun 18 15:30:10 PDT 2009,NO_QUERY,technicalfault,"@mattingham indeed, so I can do St Pancras - Ebbsfleet, for 17 min trips or evening peak to Kent at 37 min. But no HS1 return "
0,1826339584,Sun May 17 08:16:25 PDT 2009,NO_QUERY,Sovidia,My feet hurts  How do people walk in high heels all day? It nearly kills my feet &quot;/
4,1880580265,Fri May 22 01:45:00 PDT 2009,NO_QUERY,xhupf,Google Chrome 2 Brings New Features and Serious Speed -&gt; much improved!   http://viigo.im/EHf
4,1834727626,Mon May 18 04:00:16 PDT 2009,NO_QUERY,tinoproductions,"@drew06 wow, must have been a bad crop if that's the winner! Way to harvest pics! "
4,1679986694,Sat May 02 10:38:26 PDT 2009,NO_QUERY,Chocl8Devotion,@TylerJamesWill hey hope you do well on that test!! Tell us how ya do whenever you find out! 
0,2236547392,Fri Jun 19 03:58:59 PDT 2009,NO_QUERY,MiaProzac,I think i might have broken my elbow at some point during the night 
4,1759273715,Sun May 10 18:51:08 PDT 2009,NO_QUERY,SimplyKC,It was great to be home for the weekend but glad to be goin home tomorrow 
0,2217364777,Wed Jun 17 20:45:48 PDT 2009,NO_QUERY,animaljessica,RIP raccoon I just killed 
0,2205494446,Wed Jun 17 04:51:45 PDT 2009,NO_QUERY,stryperband,@shutrbg May or may not make it to Phx   No dates yet in the works...
0,1760035843,Sun May 10 20:30:58 PDT 2009,NO_QUERY,thisisTxF,@KComer why right wen I was gonna retweet mah twitter said I was tweeting 2 often 
4,2052997908,Sat Jun 06 02:51:56 PDT 2009,NO_QUERY,asterjin,i've got to practice my keyboard after half a year 
4,2188448514,Mon Jun 15 21:55:09 PDT 2009,NO_QUERY,briannap,moved in 
0,1966212725,Fri May 29 17:20:21 PDT 2009,NO_QUERY,DraJackie,joooooooooooooo!!!!!!!!!!!! studying!!!  to be readdy to go to the party!!!   If they let me go!!  jajaja I think yeaahh!!! \m/!!
4,1998251151,Mon Jun 01 18:14:33 PDT 2009,NO_QUERY,SaraSmutPeddler,@Love_Is_A_Place true this is 
0,1995501262,Mon Jun 01 13:35:29 PDT 2009,NO_QUERY,HonkeyKong,@torontothumbs Really. I think they marketed Wii Music more than they marketed Metroid Prime 3. That makes me a sad panda. 
0,1688896694,Sun May 03 12:10:00 PDT 2009,NO_QUERY,vivan,I really want to modify the BIOS on this thing  . WHY IS IT SO DIFFICULT. IT SHOULD WORK.
4,1678634894,Sat May 02 07:18:14 PDT 2009,NO_QUERY,belleterra,@payunirbabae Very Beautiful  I hope you have a great day...our service day is tomorrow this weekend.
0,2013559836,Tue Jun 02 22:58:53 PDT 2009,NO_QUERY,eizus,come back 
0,1964536867,Fri May 29 14:23:38 PDT 2009,NO_QUERY,miss_r,@xheiligsein We decided I'd probably forget I had it in my pocket and sit on it by accident 
4,2018977843,Wed Jun 03 10:48:34 PDT 2009,NO_QUERY,thecartershow,"For this song alone, i would go to a Green Day show (luckily there are many other reasons  ) â« http://blip.fm/~7kcuy"
4,1973365161,Sat May 30 11:00:30 PDT 2009,NO_QUERY,mellybellz,is working til 430 and extremely bored....bbq then out with the ladies later 
4,1979962957,Sun May 31 05:11:20 PDT 2009,NO_QUERY,jodierecommends,@AmirZoghi time to introduce you to twitter Amir  Can I suggest some follows? @TheEntertainer @jonathanbudd @jaysonshawver @katiefreiling
0,2046764554,Fri Jun 05 12:39:33 PDT 2009,NO_QUERY,ginology,@phaikyee evillllll la u. I want blackdog too 
4,2189309048,Mon Jun 15 23:44:13 PDT 2009,NO_QUERY,mathieule,@pearlofthesea_ im scared. because i might be abused by bloggers 
4,1991777389,Mon Jun 01 07:38:47 PDT 2009,NO_QUERY,comparingapples,@aplusk ouch. Who're we kicking while they're down? 
4,2064796727,Sun Jun 07 07:11:28 PDT 2009,NO_QUERY,mimijuicy,Fruit salad.... mmmmmmm.  EXCEPT KIWIS. FUCK KIWIS AND NEW ZEALANDERS. hehe
0,2264458944,Sun Jun 21 03:56:28 PDT 2009,NO_QUERY,jeremypearson,"wall-to-wall sunshine &amp; blue skies here, yet I'm coughing &amp; sneezing. Bah. "
4,2061379789,Sat Jun 06 20:44:49 PDT 2009,NO_QUERY,michellemcmyers,"@PaigeGreene If you like Zumba, you need to check out a Hip Hop Hustle class! "
4,2000739115,Mon Jun 01 22:50:15 PDT 2009,NO_QUERY,daheefanel,@Thursday_Child I bought a shirt the other day that donated something like 30% of its proceeds to HIV prevention. 
4,1979738325,Sun May 31 04:18:18 PDT 2009,NO_QUERY,JulzM,@coliwilso I wouldn't do it to you hon..not my nature 
0,2017608553,Wed Jun 03 08:40:03 PDT 2009,NO_QUERY,editorialgirl,Ah. Sorry to @andytoots and anyone else whose laptop I just melted 
4,1556191893,Sat Apr 18 21:57:11 PDT 2009,NO_QUERY,Melissa_buckeye,@Mad_As_A_Rabbit Hahaha...no it was FINALLY warm and sunny here today and wouldn't you know I got sunburned  lol xoxo
0,2180395913,Mon Jun 15 10:24:49 PDT 2009,NO_QUERY,Jshelton2000,"@MailOurMilitary  My name is wrong on your list, because I changed it awhile back. It's only one J now instead of 2. Sorry, my fault. "
0,1572936312,Mon Apr 20 23:05:18 PDT 2009,NO_QUERY,seasidedolly,"Good Morning tweetworld,bit dull out there today "
4,1834920409,Mon May 18 04:37:05 PDT 2009,NO_QUERY,hfz,@savitri then I give up 
0,2224457940,Thu Jun 18 09:31:33 PDT 2009,NO_QUERY,jessisanchez,i have a fever 
0,1999973827,Mon Jun 01 21:10:02 PDT 2009,NO_QUERY,MsJ_Rob,"@jazziross 2 bad im broke  no heaven for me 2nite LoL u not movin 2 florida, r u?"
4,1997066031,Mon Jun 01 16:11:32 PDT 2009,NO_QUERY,trifaradisa,no words could explain 
0,2176146828,Mon Jun 15 03:02:52 PDT 2009,NO_QUERY,amynicole421,just took my last final!! now perusing around florence the next couple of days and saying my goodbyes 
0,2325061417,Thu Jun 25 04:40:53 PDT 2009,NO_QUERY,erin111,"Not so much sun today, damn. I want to read in the sun "
4,2189925773,Tue Jun 16 01:16:39 PDT 2009,NO_QUERY,Cupreme,@datniggamossy @HoneyTaylor fallin in like is the new love. fucc love 
4,2012933468,Tue Jun 02 21:34:27 PDT 2009,NO_QUERY,f1vlad,"0:32, coding and drinking Georgian wine while listening to South African hip hop &quot;Westarn voman&quot; for you Chinyere! "
4,1983033167,Sun May 31 12:22:28 PDT 2009,NO_QUERY,sallismoney,@Candyland3 glad you are having a good time 
0,2067150271,Sun Jun 07 11:50:18 PDT 2009,NO_QUERY,stephjones91,@TheKellanLutz could not follow that chat room at all!! could you please follow me on here? I don't have many  lol
0,2048089778,Fri Jun 05 14:38:50 PDT 2009,NO_QUERY,SuperBexx,messed up. again  never thought I'd need you here so much xx
0,1972209614,Sat May 30 08:47:08 PDT 2009,NO_QUERY,SharkyMarky,well look like surgery for me  3 to 4 bulging disk in neck area a couple touching spinal cord...want it better though
0,2179126453,Mon Jun 15 08:40:50 PDT 2009,NO_QUERY,SigridM,found cd-cover  ...... but no cd inside     #last year project
4,1468654409,Tue Apr 07 02:58:59 PDT 2009,NO_QUERY,icookies,@Wackiest Woohoo! Liking the love for Tweeting via DSi that's been going around 
4,1692453644,Sun May 03 20:01:46 PDT 2009,NO_QUERY,firefem89,@stephontwit doesnt look like it to me...thanks for the follow 
0,2234537005,Thu Jun 18 23:14:39 PDT 2009,NO_QUERY,b1ng0bang0,@Sarahblac sorry I did not answer. Had roger myself to bed as I have got work today 
4,1999201405,Mon Jun 01 19:48:53 PDT 2009,NO_QUERY,MarkCooz,"woah got 8 numbers today ! haha  planning on next video, and i'm including a guest appearance from a magician!"
0,2007066485,Tue Jun 02 12:05:46 PDT 2009,NO_QUERY,muskcom,@delbius hi delbius. i replied you about my account suspension issue. kindly check it. I am dying without it.  request # 344961
4,1979715158,Sun May 31 04:12:44 PDT 2009,NO_QUERY,pxnda,Just got back... so tired lol. 
4,1982996845,Sun May 31 12:18:19 PDT 2009,NO_QUERY,TheDCD,@JVB you'll always be famous for the assless chaps.  Of is that billy?  
0,1974808259,Sat May 30 13:52:55 PDT 2009,NO_QUERY,Applecored,@the_apostate I dont know it feels empty without them 
4,1827770966,Sun May 17 11:24:44 PDT 2009,NO_QUERY,Crystal_ahhah,http://twitpic.com/5dhak alex gaskarth and me from last night 
0,1551616751,Sat Apr 18 09:31:39 PDT 2009,NO_QUERY,kimstable,"finished work, have a lump on my head and a killer headache "
0,1979266063,Sun May 31 02:18:46 PDT 2009,NO_QUERY,ClassicSydney,@DJMOE713 Noo..! I Was Supposed To Fly Straight To VA From NY But There Were Complications!  Soo I Came To Houston! Until Next Week.. ;) !
4,2056519012,Sat Jun 06 11:17:31 PDT 2009,NO_QUERY,Jenright,picnic in Astoria park  beautiful saturday
